Date,Building_Name,Energy_Consumption_kWh,Usage_Level
2024-10-09,Science Lab,290.37,Medium
2024-10-10,Science Lab,233.24,Low
2024-10-11,Science Lab,216.04,High
2024-10-12,Science Lab,103.84,Low
2024-10-13,Science Lab,91.3,Low
2024-10-14,Science Lab,254.77,Medium
2024-10-15,Science Lab,314.9,High
2024-10-16,Science Lab,206.85,Medium
2024-10-17,Science Lab,389.66,High
2024-10-18,Science Lab,295.77,Medium
2024-10-19,Science Lab,155.77,Low
2024-10-20,Science Lab,149.98,Low
2024-10-21,Science Lab,345.5,Low
2024-10-22,Science Lab,339.25,High
2024-10-23,Science Lab,197.23,Low
2024-10-24,Science Lab,345.86,High
2024-10-25,Science Lab,418.44,Medium
2024-10-26,Science Lab,183.34,Low
2024-10-27,Science Lab,141.74,Low
2024-10-28,Science Lab,413.42,Low
2024-10-29,Science Lab,449.82,Low
2024-10-30,Science Lab,449.39,High
2024-10-31,Science Lab,405.39,Medium
2024-11-01,Science Lab,221.02,Medium
2024-11-02,Science Lab,109.31,Low
2024-11-03,Science Lab,96.53,Low
2024-11-04,Science Lab,244.34,Medium
2024-11-05,Science Lab,200.57,Medium
2024-11-06,Science Lab,234.88,Medium
2024-11-07,Science Lab,237.07,Medium
2024-11-08,Science Lab,323.08,Medium
2024-11-09,Science Lab,72.91,Low
2024-11-10,Science Lab,61.48,Low
2024-11-11,Science Lab,227.5,Medium
2024-11-12,Science Lab,210.39,Medium
2024-11-13,Science Lab,175.1,Medium
2024-11-14,Science Lab,312.99,Medium
2024-11-15,Science Lab,289.91,Medium
2024-11-16,Science Lab,121.15,Low
2024-11-17,Science Lab,113.58,Low
2024-11-18,Science Lab,274.09,Medium
2024-11-19,Science Lab,149.24,Medium
2024-11-20,Science Lab,186.27,Medium
2024-11-21,Science Lab,327.84,Medium
2024-11-22,Science Lab,213.35,Medium
2024-11-23,Science Lab,108.76,Low
2024-11-24,Science Lab,88.61,Low
2024-11-25,Science Lab,298.29,Medium
2024-11-26,Science Lab,268.01,Medium
2024-11-27,Science Lab,272.03,Medium
2024-11-28,Science Lab,310.63,Medium
2024-11-29,Science Lab,231.82,Medium
2024-11-30,Science Lab,145.41,Low
2024-12-01,Science Lab,133.05,Low
2024-12-02,Science Lab,175.68,Medium
2024-12-03,Science Lab,274.19,Medium
2024-12-04,Science Lab,235.84,Medium
2024-12-05,Science Lab,302.7,Medium
2024-12-06,Science Lab,308.15,Medium
2024-12-07,Science Lab,113.98,Low
2024-12-08,Science Lab,151.42,Low
2024-12-09,Science Lab,308.36,Medium
2024-12-10,Science Lab,271.96,Medium
2024-12-11,Science Lab,292.74,Medium
2024-12-12,Science Lab,186.14,Medium
2024-12-13,Science Lab,236.78,Medium
2024-12-14,Science Lab,164.52,Low
2024-12-15,Science Lab,136.37,Low
2024-12-16,Science Lab,212.46,Medium
2024-12-17,Science Lab,318.23,Medium
2024-12-18,Science Lab,315.42,Medium
2024-12-19,Science Lab,242.95,Medium
2024-12-20,Science Lab,215.38,Medium
2024-12-21,Science Lab,97.42,Low
2024-12-22,Science Lab,127.24,Low
2024-12-23,Science Lab,269.7,Medium
2024-12-24,Science Lab,155.37,Medium
2024-12-25,Science Lab,196.38,Medium
2024-12-26,Science Lab,242.33,Medium
2024-12-27,Science Lab,188.65,Medium
2024-12-28,Science Lab,156.48,Low
2024-12-29,Science Lab,158.5,Low
2024-12-30,Science Lab,293.15,Medium
2024-12-31,Science Lab,268.43,Medium
2023-01-01,Computer Lab,173.0,Low
2023-01-02,Computer Lab,349.53,Medium
2023-01-03,Computer Lab,245.48,Medium
2023-01-04,Computer Lab,319.92,Medium
2023-01-05,Computer Lab,318.63,Medium
2023-01-06,Computer Lab,216.74,Medium
2023-01-07,Computer Lab,159.71,Low
2023-01-08,Computer Lab,83.55,Low
2023-01-09,Computer Lab,299.97,Medium
2023-01-10,Computer Lab,342.57,Medium
2023-01-11,Computer Lab,365.84,Medium
2023-01-12,Computer Lab,226.36,Medium
2023-01-13,Computer Lab,255.8,Medium
2023-01-14,Computer Lab,168.89,Low
2023-01-15,Computer Lab,94.68,Low
2023-01-16,Computer Lab,294.79,Medium
2023-01-17,Computer Lab,216.96,Medium
2023-01-18,Computer Lab,290.84,Medium
2023-01-19,Computer Lab,229.22,Medium
2023-01-20,Computer Lab,332.1,Medium
2023-01-21,Computer Lab,157.81,Low
2023-01-22,Computer Lab,142.36,Low
2023-01-23,Computer Lab,255.13,Medium
2023-01-24,Computer Lab,250.66,Medium
2023-01-25,Computer Lab,220.32,Medium
2023-01-26,Computer Lab,177.44,Medium
2023-01-27,Computer Lab,311.67,Medium
2023-01-28,Computer Lab,103.55,Low
2023-01-29,Computer Lab,117.76,Low
2023-01-30,Computer Lab,287.74,Medium
2023-01-31,Computer Lab,240.56,Medium
2023-02-01,Computer Lab,353.71,Medium
2023-02-02,Computer Lab,414.09,Low
2023-02-03,Computer Lab,425.45,High
2023-02-04,Computer Lab,95.87,Low
2023-02-05,Computer Lab,77.07,Low
2023-02-06,Computer Lab,508.01,Low
2023-02-07,Computer Lab,231.9,Low
2023-02-08,Computer Lab,285.97,High
2023-02-09,Computer Lab,257.13,Medium
2023-02-10,Computer Lab,241.56,Low
2023-02-11,Computer Lab,142.57,Low
2023-02-12,Computer Lab,175.33,Low
2023-02-13,Computer Lab,239.0,High
2023-02-14,Computer Lab,339.68,Low
2023-02-15,Computer Lab,349.37,High
2023-02-16,Computer Lab,308.32,High
2023-02-17,Computer Lab,236.2,Medium
2023-02-18,Computer Lab,87.3,Low
2023-02-19,Computer Lab,107.87,Low
2023-02-20,Computer Lab,454.75,Medium
2023-02-21,Computer Lab,236.65,Low
2023-02-22,Computer Lab,362.08,Medium
2023-02-23,Computer Lab,391.64,Low
2023-02-24,Computer Lab,325.58,Medium
2023-02-25,Computer Lab,158.32,Low
2023-02-26,Computer Lab,162.23,Low
2023-02-27,Computer Lab,482.83,Medium
2023-02-28,Computer Lab,375.64,Low
2023-03-01,Computer Lab,437.57,Medium
2023-03-02,Computer Lab,374.82,High
2023-03-03,Computer Lab,382.02,Low
2023-03-04,Computer Lab,94.43,Low
2023-03-05,Computer Lab,81.53,Low
2023-03-06,Computer Lab,408.29,High
2023-03-07,Computer Lab,288.93,Low
2023-03-08,Computer Lab,279.94,Medium
2023-03-09,Computer Lab,265.13,High
2023-03-10,Computer Lab,215.99,Low
2023-03-11,Computer Lab,135.97,Low
2023-03-12,Computer Lab,80.65,Low
2023-03-13,Computer Lab,463.47,Low
2023-03-14,Computer Lab,225.14,High
2023-03-15,Computer Lab,434.07,Low
2023-03-16,Computer Lab,375.82,Low
2023-03-17,Computer Lab,346.34,Medium
2023-03-18,Computer Lab,130.08,Low
2023-03-19,Computer Lab,131.6,Low
2023-03-20,Computer Lab,416.73,Low
2023-03-21,Computer Lab,480.69,Medium
2023-03-22,Computer Lab,414.97,Medium
2023-03-23,Computer Lab,244.98,Low
2023-03-24,Computer Lab,310.33,Medium
2023-03-25,Computer Lab,167.06,Low
2023-03-26,Computer Lab,129.29,Low
2023-03-27,Computer Lab,337.99,High
2023-03-28,Computer Lab,365.34,High
2023-03-29,Computer Lab,242.99,High
2023-03-30,Computer Lab,294.26,High
2023-03-31,Computer Lab,447.26,Low
2023-04-01,Computer Lab,135.28,Low
2023-04-02,Computer Lab,125.85,Low
2023-04-03,Computer Lab,544.57,High
2023-04-04,Computer Lab,456.6,High
2023-04-05,Computer Lab,555.9,High
2023-04-06,Computer Lab,541.2,High
2023-04-07,Computer Lab,612.79,High
2023-04-08,Computer Lab,170.3,Low
2023-04-09,Computer Lab,109.27,Low
2023-04-10,Computer Lab,373.11,High
2023-04-11,Computer Lab,512.09,High
2023-04-12,Computer Lab,452.89,High
2023-04-13,Computer Lab,390.7,High
2023-04-14,Computer Lab,640.26,High
2023-04-15,Computer Lab,124.49,Low
2023-04-16,Computer Lab,141.72,Low
2023-04-17,Computer Lab,365.44,High
2023-04-18,Computer Lab,536.45,High
2023-04-19,Computer Lab,519.21,High
2023-04-20,Computer Lab,442.65,High
2023-04-21,Computer Lab,687.95,High
2023-04-22,Computer Lab,129.91,Low
2023-04-23,Computer Lab,171.5,Low
2023-04-24,Computer Lab,487.61,High
2023-04-25,Computer Lab,448.72,High
2023-04-26,Computer Lab,651.7,High
2023-04-27,Computer Lab,515.5,High
2023-04-28,Computer Lab,573.27,High
2023-04-29,Computer Lab,119.29,Low
2023-04-30,Computer Lab,104.9,Low
2023-05-01,Computer Lab,467.65,High
2023-05-02,Computer Lab,548.37,High
2023-05-03,Computer Lab,685.56,High
2023-05-04,Computer Lab,566.95,High
2023-05-05,Computer Lab,525.75,High
2023-05-06,Computer Lab,155.23,Low
2023-05-07,Computer Lab,104.18,Low
2023-05-08,Computer Lab,378.13,High
2023-05-09,Computer Lab,433.81,High
2023-05-10,Computer Lab,451.81,High
2023-05-11,Computer Lab,456.1,High
2023-05-12,Computer Lab,349.6,High
2023-05-13,Computer Lab,157.75,Low
2023-05-14,Computer Lab,109.22,Low
2023-05-15,Computer Lab,620.76,High
2023-05-16,Computer Lab,342.59,High
2023-05-17,Computer Lab,406.57,High
2023-05-18,Computer Lab,643.53,High
2023-05-19,Computer Lab,393.5,High
2023-05-20,Computer Lab,82.67,Low
2023-05-21,Computer Lab,111.65,Low
2023-05-22,Computer Lab,468.65,High
2023-05-23,Computer Lab,438.96,High
2023-05-24,Computer Lab,469.28,High
2023-05-25,Computer Lab,487.93,High
2023-05-26,Computer Lab,636.97,High
2023-05-27,Computer Lab,169.95,Low
2023-05-28,Computer Lab,130.14,Low
2023-05-29,Computer Lab,431.16,High
2023-05-30,Computer Lab,678.31,High
2023-05-31,Computer Lab,548.71,High
2023-06-01,Computer Lab,519.52,High
2023-06-02,Computer Lab,409.07,High
2023-06-03,Computer Lab,131.28,Low
2023-06-04,Computer Lab,102.22,Low
2023-06-05,Computer Lab,718.82,High
2023-06-06,Computer Lab,471.49,High
2023-06-07,Computer Lab,393.03,High
2023-06-08,Computer Lab,408.63,High
2023-06-09,Computer Lab,647.99,High
2023-06-10,Computer Lab,77.7,Low
2023-06-11,Computer Lab,77.99,Low
2023-06-12,Computer Lab,587.95,High
2023-06-13,Computer Lab,373.28,High
2023-06-14,Computer Lab,715.76,High
2023-06-15,Computer Lab,537.0,High
2023-06-16,Computer Lab,397.59,High
2023-06-17,Computer Lab,143.91,Low
2023-06-18,Computer Lab,123.1,Low
2023-06-19,Computer Lab,535.7,High
2023-06-20,Computer Lab,582.85,High
2023-06-21,Computer Lab,613.19,High
2023-06-22,Computer Lab,351.77,High
2023-06-23,Computer Lab,401.19,High
2023-06-24,Computer Lab,88.31,Low
2023-06-25,Computer Lab,123.68,Low
2023-06-26,Computer Lab,515.49,High
2023-06-27,Computer Lab,594.4,High
2023-06-28,Computer Lab,645.73,High
2023-06-29,Computer Lab,557.28,High
2023-06-30,Computer Lab,376.76,High
2023-07-01,Computer Lab,173.38,Low
2023-07-02,Computer Lab,76.53,Low
2023-07-03,Computer Lab,217.86,Medium
2023-07-04,Computer Lab,429.1,Low
2023-07-05,Computer Lab,285.94,Low
2023-07-06,Computer Lab,414.05,Low
2023-07-07,Computer Lab,232.21,Low
2023-07-08,Computer Lab,183.34,Low
2023-07-09,Computer Lab,104.08,Low
2023-07-10,Computer Lab,241.69,Medium
2023-07-11,Computer Lab,392.98,Medium
2023-07-12,Computer Lab,297.02,High
2023-07-13,Computer Lab,460.7,Low
2023-07-14,Computer Lab,381.57,Low
2023-07-15,Computer Lab,129.07,Low
2023-07-16,Computer Lab,165.34,Low
2023-07-17,Computer Lab,461.28,Medium
2023-07-18,Computer Lab,259.56,Low
2023-07-19,Computer Lab,398.4,Low
2023-07-20,Computer Lab,308.35,Low
2023-07-21,Computer Lab,302.68,Low
2023-07-22,Computer Lab,107.9,Low
2023-07-23,Computer Lab,129.06,Low
2023-07-24,Computer Lab,387.78,High
2023-07-25,Computer Lab,473.84,High
2023-07-26,Computer Lab,378.32,High
2023-07-27,Computer Lab,479.77,Medium
2023-07-28,Computer Lab,487.32,Medium
2023-07-29,Computer Lab,138.5,Low
2023-07-30,Computer Lab,109.49,Low
2023-07-31,Computer Lab,216.65,High
2023-08-01,Computer Lab,332.02,High
2023-08-02,Computer Lab,328.87,Medium
2023-08-03,Computer Lab,387.55,High
2023-08-04,Computer Lab,304.58,High
2023-08-05,Computer Lab,72.8,Low
2023-08-06,Computer Lab,77.27,Low
2023-08-07,Computer Lab,467.08,High
2023-08-08,Computer Lab,314.2,Low
2023-08-09,Computer Lab,373.42,Medium
2023-08-10,Computer Lab,328.89,High
2023-08-11,Computer Lab,415.79,Low
2023-08-12,Computer Lab,111.76,Low
2023-08-13,Computer Lab,180.6,Low
2023-08-14,Computer Lab,408.31,Low
2023-08-15,Computer Lab,308.4,High
2023-08-16,Computer Lab,276.02,Medium
2023-08-17,Computer Lab,392.33,High
2023-08-18,Computer Lab,365.49,High
2023-08-19,Computer Lab,161.66,Low
2023-08-20,Computer Lab,83.62,Low
2023-08-21,Computer Lab,249.56,Medium
2023-08-22,Computer Lab,288.47,Medium
2023-08-23,Computer Lab,404.44,Low
2023-08-24,Computer Lab,259.19,High
2023-08-25,Computer Lab,331.18,High
2023-08-26,Computer Lab,115.92,Low
2023-08-27,Computer Lab,190.96,Low
2023-08-28,Computer Lab,484.35,Low
2023-08-29,Computer Lab,443.03,Medium
2023-08-30,Computer Lab,412.58,Medium
2023-08-31,Computer Lab,349.08,Medium
2023-09-01,Computer Lab,310.07,High
2023-09-02,Computer Lab,170.75,Low
2023-09-03,Computer Lab,106.99,Low
2023-09-04,Computer Lab,361.7,Medium
2023-09-05,Computer Lab,239.4,Medium
2023-09-06,Computer Lab,316.8,Low
2023-09-07,Computer Lab,510.52,Medium
2023-09-08,Computer Lab,319.43,High
2023-09-09,Computer Lab,137.05,Low
2023-09-10,Computer Lab,137.0,Low
2023-09-11,Computer Lab,249.15,Low
2023-09-12,Computer Lab,261.43,Medium
2023-09-13,Computer Lab,230.94,High
2023-09-14,Computer Lab,318.2,Low
2023-09-15,Computer Lab,217.69,High
2023-09-16,Computer Lab,139.71,Low
2023-09-17,Computer Lab,81.97,Low
2023-09-18,Computer Lab,309.11,Medium
2023-09-19,Computer Lab,390.06,Low
2023-09-20,Computer Lab,329.4,Low
2023-09-21,Computer Lab,339.88,Low
2023-09-22,Computer Lab,244.27,Medium
2023-09-23,Computer Lab,176.36,Low
2023-09-24,Computer Lab,103.37,Low
2023-09-25,Computer Lab,450.61,Medium
2023-09-26,Computer Lab,310.0,High
2023-09-27,Computer Lab,219.47,Medium
2023-09-28,Computer Lab,358.04,Medium
2023-09-29,Computer Lab,410.87,Low
2023-09-30,Computer Lab,93.39,Low
2023-10-01,Computer Lab,121.73,Low
2023-10-02,Computer Lab,471.28,High
2023-10-03,Computer Lab,302.51,Medium
2023-10-04,Computer Lab,399.69,Low
2023-10-05,Computer Lab,419.06,Medium
2023-10-06,Computer Lab,340.82,High
2023-10-07,Computer Lab,79.91,Low
2023-10-08,Computer Lab,92.91,Low
2023-10-09,Computer Lab,278.9,High
2023-10-10,Computer Lab,394.83,Low
2023-10-11,Computer Lab,286.91,High
2023-10-12,Computer Lab,382.87,High
2023-10-13,Computer Lab,288.59,Low
2023-10-14,Computer Lab,138.68,Low
2023-10-15,Computer Lab,112.38,Low
2023-10-16,Computer Lab,412.27,High
2023-10-17,Computer Lab,279.97,High
2023-10-18,Computer Lab,227.29,High
2023-10-19,Computer Lab,277.67,High
2023-10-20,Computer Lab,362.12,Low
2023-10-21,Computer Lab,123.91,Low
2023-10-22,Computer Lab,172.94,Low
2023-10-23,Computer Lab,240.72,High
2023-10-24,Computer Lab,217.74,Medium
2023-10-25,Computer Lab,324.67,Medium
2023-10-26,Computer Lab,330.46,Low
2023-10-27,Computer Lab,320.34,High
2023-10-28,Computer Lab,156.3,Low
2023-10-29,Computer Lab,78.3,Low
2023-10-30,Computer Lab,227.25,High
2023-10-31,Computer Lab,418.56,Low
2023-11-01,Computer Lab,184.52,Medium
2023-11-02,Computer Lab,358.28,Medium
2023-11-03,Computer Lab,187.8,Medium
2023-11-04,Computer Lab,77.13,Low
2023-11-05,Computer Lab,142.73,Low
2023-11-06,Computer Lab,186.76,Medium
2023-11-07,Computer Lab,236.52,Medium
2023-11-08,Computer Lab,307.46,Medium
2023-11-09,Computer Lab,291.92,Medium
2023-11-10,Computer Lab,312.79,Medium
2023-11-11,Computer Lab,175.08,Low
2023-11-12,Computer Lab,157.7,Low
2023-11-13,Computer Lab,311.44,Medium
2023-11-14,Computer Lab,215.45,Medium
2023-11-15,Computer Lab,335.27,Medium
2023-11-16,Computer Lab,237.77,Medium
2023-11-17,Computer Lab,268.43,Medium
2023-11-18,Computer Lab,165.76,Low
2023-11-19,Computer Lab,132.14,Low
2023-11-20,Computer Lab,294.94,Medium
2023-11-21,Computer Lab,323.49,Medium
2023-11-22,Computer Lab,274.44,Medium
2023-11-23,Computer Lab,185.42,Medium
2023-11-24,Computer Lab,223.56,Medium
2023-11-25,Computer Lab,158.29,Low
2023-11-26,Computer Lab,189.96,Low
2023-11-27,Computer Lab,250.41,Medium
2023-11-28,Computer Lab,203.57,Medium
2023-11-29,Computer Lab,231.33,Medium
2023-11-30,Computer Lab,272.31,Medium
2023-12-01,Computer Lab,177.37,Medium
2023-12-02,Computer Lab,164.7,Low
2023-12-03,Computer Lab,117.15,Low
2023-12-04,Computer Lab,189.42,Medium
2023-12-05,Computer Lab,265.19,Medium
2023-12-06,Computer Lab,188.35,Medium
2023-12-07,Computer Lab,299.37,Medium
2023-12-08,Computer Lab,245.06,Medium
2023-12-09,Computer Lab,166.92,Low
2023-12-10,Computer Lab,104.44,Low
2023-12-11,Computer Lab,200.9,Medium
2023-12-12,Computer Lab,180.62,Medium
2023-12-13,Computer Lab,176.67,Medium
2023-12-14,Computer Lab,216.35,Medium
2023-12-15,Computer Lab,212.21,Medium
2023-12-16,Computer Lab,133.92,Low
2023-12-17,Computer Lab,68.06,Low
2023-12-18,Computer Lab,301.04,Medium
2023-12-19,Computer Lab,310.17,Medium
2023-12-20,Computer Lab,234.42,Medium
2023-12-21,Computer Lab,235.1,Medium
2023-12-22,Computer Lab,318.29,Medium
2023-12-23,Computer Lab,133.67,Low
2023-12-24,Computer Lab,121.99,Low
2023-12-25,Computer Lab,188.24,Medium
2023-12-26,Computer Lab,314.15,Medium
2023-12-27,Computer Lab,325.18,Medium
2023-12-28,Computer Lab,199.22,Medium
2023-12-29,Computer Lab,228.98,Medium
2023-12-30,Computer Lab,180.06,Low
2023-12-31,Computer Lab,95.05,Low
2024-01-01,Computer Lab,230.82,Medium
2024-01-02,Computer Lab,290.23,Medium
2024-01-03,Computer Lab,337.99,Medium
2024-01-04,Computer Lab,331.13,Medium
2024-01-05,Computer Lab,210.67,Medium
2024-01-06,Computer Lab,137.04,Low
2024-01-07,Computer Lab,85.27,Low
2024-01-08,Computer Lab,176.24,Medium
2024-01-09,Computer Lab,230.55,Medium
2024-01-10,Computer Lab,344.26,Medium
2024-01-11,Computer Lab,296.7,Medium
2024-01-12,Computer Lab,359.83,Medium
2024-01-13,Computer Lab,85.85,Low
2024-01-14,Computer Lab,122.34,Low
2024-01-15,Computer Lab,204.42,Medium
2024-01-16,Computer Lab,203.32,Medium
2024-01-17,Computer Lab,211.3,Medium
2024-01-18,Computer Lab,373.0,Medium
2024-01-19,Computer Lab,300.22,Medium
2024-01-20,Computer Lab,107.88,Low
2024-01-21,Computer Lab,101.33,Low
2024-01-22,Computer Lab,302.71,Medium
2024-01-23,Computer Lab,326.63,Medium
2024-01-24,Computer Lab,322.26,Medium
2024-01-25,Computer Lab,328.25,Medium
2024-01-26,Computer Lab,218.15,Medium
2024-01-27,Computer Lab,88.55,Low
2024-01-28,Computer Lab,154.43,Low
2024-01-29,Computer Lab,330.86,Medium
2024-01-30,Computer Lab,191.24,Medium
2024-01-31,Computer Lab,303.3,Medium
2024-02-01,Computer Lab,486.83,High
2024-02-02,Computer Lab,263.76,Medium
2024-02-03,Computer Lab,162.72,Low
2024-02-04,Computer Lab,138.36,Low
2024-02-05,Computer Lab,393.95,Medium
2024-02-06,Computer Lab,223.74,High
2024-02-07,Computer Lab,455.77,Medium
2024-02-08,Computer Lab,411.51,High
2024-02-09,Computer Lab,431.1,High
2024-02-10,Computer Lab,168.11,Low
2024-02-11,Computer Lab,96.52,Low
2024-02-12,Computer Lab,419.91,High
2024-02-13,Computer Lab,475.38,Medium
2024-02-14,Computer Lab,488.07,Medium
2024-02-15,Computer Lab,244.78,High
2024-02-16,Computer Lab,370.74,Medium
2024-02-17,Computer Lab,98.0,Low
2024-02-18,Computer Lab,130.58,Low
2024-02-19,Computer Lab,438.47,High
2024-02-20,Computer Lab,460.74,High
2024-02-21,Computer Lab,427.94,Low
2024-02-22,Computer Lab,421.76,High
2024-02-23,Computer Lab,392.99,Medium
2024-02-24,Computer Lab,142.06,Low
2024-02-25,Computer Lab,111.19,Low
2024-02-26,Computer Lab,321.92,Medium
2024-02-27,Computer Lab,477.91,Low
2024-02-28,Computer Lab,321.09,Low
2024-02-29,Computer Lab,275.55,Medium
2024-03-01,Computer Lab,360.01,Low
2024-03-02,Computer Lab,115.4,Low
2024-03-03,Computer Lab,116.8,Low
2024-03-04,Computer Lab,330.43,Low
2024-03-05,Computer Lab,355.05,Low
2024-03-06,Computer Lab,456.44,Low
2024-03-07,Computer Lab,347.36,Low
2024-03-08,Computer Lab,296.58,High
2024-03-09,Computer Lab,123.16,Low
2024-03-10,Computer Lab,136.35,Low
2024-03-11,Computer Lab,481.37,High
2024-03-12,Computer Lab,217.67,Low
2024-03-13,Computer Lab,211.98,Medium
2024-03-14,Computer Lab,464.55,Medium
2024-03-15,Computer Lab,434.09,Low
2024-03-16,Computer Lab,149.0,Low
2024-03-17,Computer Lab,92.27,Low
2024-03-18,Computer Lab,364.84,Medium
2024-03-19,Computer Lab,418.54,Medium
2024-03-20,Computer Lab,245.27,Medium
2024-03-21,Computer Lab,428.29,Low
2024-03-22,Computer Lab,345.46,Medium
2024-03-23,Computer Lab,142.82,Low
2024-03-24,Computer Lab,163.14,Low
2024-03-25,Computer Lab,413.72,Medium
2024-03-26,Computer Lab,446.55,Medium
2024-03-27,Computer Lab,277.89,Medium
2024-03-28,Computer Lab,381.3,Medium
2024-03-29,Computer Lab,290.06,Medium
2024-03-30,Computer Lab,115.97,Low
2024-03-31,Computer Lab,102.9,Low
2024-04-01,Computer Lab,650.09,High
2024-04-02,Computer Lab,376.95,High
2024-04-03,Computer Lab,409.65,High
2024-04-04,Computer Lab,514.98,High
2024-04-05,Computer Lab,474.92,High
2024-04-06,Computer Lab,82.67,Low
2024-04-07,Computer Lab,173.46,Low
2024-04-08,Computer Lab,464.04,High
2024-04-09,Computer Lab,479.99,High
2024-04-10,Computer Lab,398.59,High
2024-04-11,Computer Lab,590.38,High
2024-04-12,Computer Lab,401.06,High
2024-04-13,Computer Lab,181.05,Low
2024-04-14,Computer Lab,86.11,Low
2024-04-15,Computer Lab,667.5,High
2024-04-16,Computer Lab,633.74,High
2024-04-17,Computer Lab,694.88,High
2024-04-18,Computer Lab,464.43,High
2024-04-19,Computer Lab,450.14,High
2024-04-20,Computer Lab,114.81,Low
2024-04-21,Computer Lab,80.34,Low
2024-04-22,Computer Lab,476.85,High
2024-04-23,Computer Lab,547.75,High
2024-04-24,Computer Lab,600.5,High
2024-04-25,Computer Lab,407.51,High
2024-04-26,Computer Lab,496.83,High
2024-04-27,Computer Lab,112.83,Low
2024-04-28,Computer Lab,90.1,Low
2024-04-29,Computer Lab,497.2,High
2024-04-30,Computer Lab,715.95,High
2024-05-01,Computer Lab,490.68,High
2024-05-02,Computer Lab,597.68,High
2024-05-03,Computer Lab,440.94,High
2024-05-04,Computer Lab,84.27,Low
2024-05-05,Computer Lab,118.52,Low
2024-05-06,Computer Lab,473.92,High
2024-05-07,Computer Lab,425.84,High
2024-05-08,Computer Lab,501.36,High
2024-05-09,Computer Lab,401.47,High
2024-05-10,Computer Lab,460.87,High
2024-05-11,Computer Lab,157.51,Low
2024-05-12,Computer Lab,119.43,Low
2024-05-13,Computer Lab,655.14,High
2024-05-14,Computer Lab,634.01,High
2024-05-15,Computer Lab,437.82,High
2024-05-16,Computer Lab,358.05,High
2024-05-17,Computer Lab,604.76,High
2024-05-18,Computer Lab,136.35,Low
2024-05-19,Computer Lab,90.77,Low
2024-05-20,Computer Lab,411.02,High
2024-05-21,Computer Lab,467.2,High
2024-05-22,Computer Lab,402.21,High
2024-05-23,Computer Lab,473.96,High
2024-05-24,Computer Lab,694.95,High
2024-05-25,Computer Lab,117.93,Low
2024-05-26,Computer Lab,91.53,Low
2024-05-27,Computer Lab,678.96,High
2024-05-28,Computer Lab,618.77,High
2024-05-29,Computer Lab,491.48,High
2024-05-30,Computer Lab,380.29,High
2024-05-31,Computer Lab,437.22,High
2024-06-01,Computer Lab,150.38,Low
2024-06-02,Computer Lab,152.84,Low
2024-06-03,Computer Lab,697.26,High
2024-06-04,Computer Lab,498.19,High
2024-06-05,Computer Lab,685.82,High
2024-06-06,Computer Lab,571.75,High
2024-06-07,Computer Lab,488.89,High
2024-06-08,Computer Lab,114.91,Low
2024-06-09,Computer Lab,167.76,Low
2024-06-10,Computer Lab,712.69,High
2024-06-11,Computer Lab,656.94,High
2024-06-12,Computer Lab,658.65,High
2024-06-13,Computer Lab,503.37,High
2024-06-14,Computer Lab,618.7,High
2024-06-15,Computer Lab,107.33,Low
2024-06-16,Computer Lab,146.41,Low
2024-06-17,Computer Lab,549.08,High
2024-06-18,Computer Lab,443.56,High
2024-06-19,Computer Lab,525.29,High
2024-06-20,Computer Lab,436.9,High
2024-06-21,Computer Lab,536.52,High
2024-06-22,Computer Lab,187.53,Low
2024-06-23,Computer Lab,101.48,Low
2024-06-24,Computer Lab,518.19,High
2024-06-25,Computer Lab,356.98,High
2024-06-26,Computer Lab,383.74,High
2024-06-27,Computer Lab,562.86,High
2024-06-28,Computer Lab,421.85,High
2024-06-29,Computer Lab,166.26,Low
2024-06-30,Computer Lab,155.73,Low
2024-07-01,Computer Lab,318.28,Low
2024-07-02,Computer Lab,374.59,Low
2024-07-03,Computer Lab,382.53,High
2024-07-04,Computer Lab,279.75,High
2024-07-05,Computer Lab,237.69,High
2024-07-06,Computer Lab,160.74,Low
2024-07-07,Computer Lab,77.08,Low
2024-07-08,Computer Lab,421.05,Low
2024-07-09,Computer Lab,413.08,Low
2024-07-10,Computer Lab,369.89,Medium
2024-07-11,Computer Lab,509.4,Medium
2024-07-12,Computer Lab,399.61,Medium
2024-07-13,Computer Lab,79.64,Low
2024-07-14,Computer Lab,146.75,Low
2024-07-15,Computer Lab,362.3,High
2024-07-16,Computer Lab,399.3,Low
2024-07-17,Computer Lab,484.84,Medium
2024-07-18,Computer Lab,429.21,Medium
2024-07-19,Computer Lab,262.67,Low
2024-07-20,Computer Lab,157.63,Low
2024-07-21,Computer Lab,141.3,Low
2024-07-22,Computer Lab,372.4,High
2024-07-23,Computer Lab,443.57,Low
2024-07-24,Computer Lab,319.44,Low
2024-07-25,Computer Lab,315.03,Low
2024-07-26,Computer Lab,234.76,Medium
2024-07-27,Computer Lab,151.89,Low
2024-07-28,Computer Lab,55.19,Low
2024-07-29,Computer Lab,477.91,Medium
2024-07-30,Computer Lab,229.24,High
2024-07-31,Computer Lab,257.64,Low
2024-08-01,Computer Lab,361.76,Low
2024-08-02,Computer Lab,335.26,Medium
2024-08-03,Computer Lab,72.94,Low
2024-08-04,Computer Lab,120.43,Low
2024-08-05,Computer Lab,427.55,Medium
2024-08-06,Computer Lab,228.49,Medium
