Date,Building_Name,Energy_Consumption_kWh,Usage_Level,Day_of_Week,Month
2023-08-13,Hostel Block,100.18,Low,6,8
2023-08-14,Computer Lab,259.1,Medium,0,8
2023-08-14,Canteen,125.17,Medium,0,8
2023-08-14,Main Block,192.94,Medium,0,8
2023-08-14,Sports Complex,59.99,Medium,0,8
2023-08-14,Canteen,144.59,Medium,0,8
2023-08-15,Admin Block,100.33,High,1,8
2023-08-15,Sports Complex,105.11,High,1,8
2023-08-15,Science Block,278.63,High,1,8
2023-08-15,Sports Complex,144.6,High,1,8
2023-08-16,Computer Lab,356.83,High,2,8
2023-08-16,Hostel Block,157.95,High,2,8
2023-08-17,Hostel Block,171.37,High,3,8
2023-08-17,Main Block,193.8,High,3,8
2023-08-18,Science Block,231.33,Medium,4,8
2023-08-19,Computer Lab,192.46,Low,5,8
2023-08-19,Hostel Block,59.83,Low,5,8
2023-08-19,Science Block,162.35,Low,5,8
2023-08-19,Admin Block,123.42,Low,5,8
2023-08-20,Main Block,79.8,Low,6,8
2023-08-21,Admin Block,123.66,Medium,0,8
2023-08-21,Computer Lab,283.04,Medium,0,8
2023-08-21,Sports Complex,81.11,Medium,0,8
2023-08-21,Admin Block,132.61,Medium,0,8
2023-08-21,Canteen,120.41,Medium,0,8
2023-08-21,Computer Lab,264.06,Medium,0,8
2023-08-21,Library,103.45,Medium,0,8
2023-08-21,Canteen,106.35,Medium,0,8
2023-08-22,Science Block,298.74,High,1,8
2023-08-22,Main Block,239.81,High,1,8
2023-08-22,Main Block,260.13,High,1,8
2023-08-23,Admin Block,167.9,High,2,8
2023-08-23,Hostel Block,222.14,High,2,8
2023-08-24,Main Block,178.39,High,3,8
2023-08-24,Computer Lab,398.25,High,3,8
2023-08-24,Canteen,180.72,High,3,8
2023-08-25,Science Block,208.39,Medium,4,8
2023-08-26,Canteen,103.88,Low,5,8
2023-08-26,Admin Block,88.68,Low,5,8
2023-08-28,Admin Block,142.47,Medium,0,8
2023-08-28,Admin Block,187.18,Medium,0,8
2023-08-29,Main Block,269.45,High,1,8
2023-08-29,Admin Block,135.75,High,1,8
2023-08-29,Hostel Block,218.72,High,1,8
2023-08-29,Main Block,218.28,High,1,8
2023-08-29,Canteen,265.42,High,1,8
2023-08-30,Library,155.13,High,2,8
2023-08-30,Main Block,192.21,High,2,8
2023-08-30,Computer Lab,296.47,High,2,8
2023-08-31,Sports Complex,82.31,High,3,8
2023-08-31,Sports Complex,59.19,High,3,8
2023-08-31,Computer Lab,325.64,High,3,8
2023-09-01,Hostel Block,155.35,Medium,4,9
2023-09-01,Hostel Block,201.81,Medium,4,9
2023-09-01,Hostel Block,162.34,Medium,4,9
2023-09-01,Library,158.62,Medium,4,9
2023-09-01,Library,95.39,Medium,4,9
2023-09-02,Sports Complex,54.56,Low,5,9
2023-09-02,Computer Lab,195.0,Low,5,9
2023-09-02,Library,54.91,Low,5,9
2023-09-02,Computer Lab,94.5,Low,5,9
2023-09-03,Sports Complex,81.77,Low,6,9
2023-09-03,Library,79.58,Low,6,9
2023-09-03,Sports Complex,45.49,Low,6,9
2023-09-04,Admin Block,154.08,Medium,0,9
2023-09-04,Science Block,283.15,Medium,0,9
2023-09-04,Science Block,238.65,Medium,0,9
2023-09-05,Hostel Block,170.77,High,1,9
2023-09-05,Computer Lab,256.87,High,1,9
2023-09-05,Admin Block,197.14,High,1,9
2023-09-06,Canteen,217.04,High,2,9
2023-09-06,Computer Lab,215.71,High,2,9
2023-09-06,Computer Lab,400.75,High,2,9
2023-09-07,Library,137.69,High,3,9
2023-09-07,Canteen,162.67,High,3,9
2023-09-08,Main Block,130.97,Medium,4,9
2023-09-08,Admin Block,117.41,Medium,4,9
2023-09-08,Sports Complex,128.86,Medium,4,9
2023-09-08,Hostel Block,145.7,Medium,4,9
2023-09-09,Science Block,85.3,Low,5,9
2023-09-09,Hostel Block,125.7,Low,5,9
2023-09-09,Hostel Block,61.86,Low,5,9
2023-09-09,Computer Lab,148.96,Low,5,9
2023-09-09,Sports Complex,81.13,Low,5,9
2023-09-10,Main Block,68.9,Low,6,9
2023-09-11,Canteen,136.4,Medium,0,9
2023-09-12,Admin Block,207.72,High,1,9
2023-09-13,Hostel Block,245.05,High,2,9
2023-09-13,Main Block,246.28,High,2,9
2023-09-13,Sports Complex,145.26,High,2,9
2023-09-13,Hostel Block,187.93,High,2,9
2023-09-15,Library,95.0,Medium,4,9
2023-09-16,Hostel Block,96.12,Low,5,9
2023-09-17,Science Block,98.47,Low,6,9
2023-09-17,Admin Block,90.39,Low,6,9
2023-09-17,Hostel Block,102.97,Low,6,9
2023-09-18,Sports Complex,88.13,Medium,0,9
2023-09-18,Computer Lab,306.95,Medium,0,9
2023-09-18,Science Block,167.25,Medium,0,9
2023-09-19,Hostel Block,249.85,High,1,9
2023-09-19,Canteen,135.8,High,1,9
2023-09-19,Computer Lab,261.1,High,1,9
2023-09-20,Computer Lab,279.01,High,2,9
2023-09-20,Computer Lab,254.56,High,2,9
2023-09-20,Library,171.55,High,2,9
2023-09-20,Hostel Block,199.38,High,2,9
2023-09-21,Canteen,141.94,High,3,9
2023-09-21,Sports Complex,136.11,High,3,9
2023-09-22,Science Block,153.78,Medium,4,9
2023-09-22,Computer Lab,247.1,Medium,4,9
2023-09-22,Hostel Block,141.39,Medium,4,9
2023-09-23,Science Block,154.83,Low,5,9
2023-09-23,Admin Block,113.21,Low,5,9
2023-09-24,Hostel Block,99.7,Low,6,9
2023-09-24,Hostel Block,99.16,Low,6,9
2023-09-25,Admin Block,87.01,Medium,0,9
2023-09-26,Admin Block,206.71,High,1,9
2023-09-26,Library,110.54,High,1,9
2023-09-28,Canteen,139.24,High,3,9
2023-09-29,Canteen,124.83,Medium,4,9
2023-09-29,Science Block,225.05,Medium,4,9
2023-09-30,Library,30.0,Low,5,9
2023-10-01,Sports Complex,30.0,Low,6,10
2023-10-01,Library,43.94,Low,6,10
2023-10-02,Admin Block,143.47,Medium,0,10
2023-10-02,Library,109.32,Medium,0,10
2023-10-02,Canteen,197.29,Medium,0,10
2023-10-03,Hostel Block,207.44,High,1,10
2023-10-03,Hostel Block,145.05,High,1,10
2023-10-03,Sports Complex,107.87,High,1,10
2023-10-03,Science Block,265.17,High,1,10
2023-10-03,Library,107.69,High,1,10
2023-10-03,Library,126.65,High,1,10
2023-10-03,Admin Block,180.62,High,1,10
2023-10-04,Main Block,294.81,High,2,10
2023-10-04,Science Block,322.99,High,2,10
2023-10-04,Canteen,156.48,High,2,10
2023-10-04,Science Block,291.05,High,2,10
2023-10-05,Main Block,227.48,High,3,10
2023-10-05,Hostel Block,194.97,High,3,10
2023-10-06,Sports Complex,80.02,Medium,4,10
2023-10-06,Admin Block,151.31,Medium,4,10
2023-10-06,Main Block,165.83,Medium,4,10
2023-10-06,Science Block,265.59,Medium,4,10
2023-10-06,Canteen,157.28,Medium,4,10
2023-10-06,Hostel Block,137.03,Medium,4,10
2023-10-07,Hostel Block,75.09,Low,5,10
2023-10-07,Library,110.92,Low,5,10
2023-10-07,Admin Block,94.17,Low,5,10
2023-10-07,Canteen,122.46,Low,5,10
2023-10-08,Hostel Block,117.67,Low,6,10
2023-10-08,Science Block,165.0,Low,6,10
2023-10-09,Main Block,239.44,Medium,0,10
2023-10-09,Hostel Block,196.5,Medium,0,10
2023-10-09,Admin Block,201.06,Medium,0,10
2023-10-09,Computer Lab,201.67,Medium,0,10
2023-10-09,Canteen,133.8,Medium,0,10
2023-10-10,Admin Block,116.09,High,1,10
2023-10-10,Library,152.76,High,1,10
2023-10-10,Library,109.02,High,1,10
2023-10-10,Sports Complex,114.34,High,1,10
2023-10-10,Library,190.84,High,1,10
2023-10-10,Library,105.33,High,1,10
2023-10-10,Sports Complex,114.48,High,1,10
2023-10-11,Sports Complex,102.87,High,2,10
2023-10-11,Admin Block,208.29,High,2,10
2023-10-11,Main Block,215.78,High,2,10
2023-10-11,Computer Lab,356.17,High,2,10
2023-10-11,Science Block,311.98,High,2,10
2023-10-11,Library,102.6,High,2,10
2023-10-12,Sports Complex,91.1,High,3,10
2023-10-12,Hostel Block,154.6,High,3,10
2023-10-13,Library,116.82,Medium,4,10
2023-10-13,Canteen,101.2,Medium,4,10
2023-10-14,Sports Complex,78.35,Low,5,10
2023-10-15,Canteen,121.41,Low,6,10
2023-10-15,Computer Lab,144.2,Low,6,10
2023-10-15,Sports Complex,58.91,Low,6,10
2023-10-15,Main Block,97.66,Low,6,10
2023-10-15,Canteen,119.21,Low,6,10
2023-10-16,Science Block,287.3,Medium,0,10
2023-10-16,Main Block,143.43,Medium,0,10
2023-10-16,Computer Lab,161.29,Medium,0,10
2023-10-16,Main Block,248.28,Medium,0,10
2023-10-16,Main Block,214.96,Medium,0,10
2023-10-16,Hostel Block,185.45,Medium,0,10
2023-10-16,Admin Block,101.26,Medium,0,10
2023-10-16,Computer Lab,177.54,Medium,0,10
2023-10-16,Science Block,242.91,Medium,0,10
2023-10-17,Science Block,206.05,High,1,10
2023-10-17,Main Block,207.45,High,1,10
2023-10-17,Canteen,230.75,High,1,10
2023-10-17,Main Block,276.44,High,1,10
2023-10-17,Library,95.05,High,1,10
2023-10-17,Main Block,270.08,High,1,10
2023-10-18,Science Block,206.23,High,2,10
2023-10-18,Computer Lab,403.0,High,2,10
2023-10-18,Computer Lab,404.76,High,2,10
2023-10-18,Sports Complex,139.77,High,2,10
2023-10-18,Main Block,234.28,High,2,10
2023-10-19,Sports Complex,107.31,High,3,10
2023-10-19,Sports Complex,56.53,High,3,10
2023-10-19,Science Block,269.86,High,3,10
2023-10-19,Admin Block,164.32,High,3,10
2023-10-19,Science Block,292.15,High,3,10
2023-10-19,Science Block,279.47,High,3,10
2023-10-20,Hostel Block,177.45,Medium,4,10
2023-10-20,Science Block,196.15,Medium,4,10
2023-10-20,Canteen,165.33,Medium,4,10
2023-10-20,Sports Complex,83.6,Medium,4,10
2023-10-20,Hostel Block,124.89,Medium,4,10
2023-10-21,Canteen,93.92,Low,5,10
2023-10-21,Main Block,103.51,Low,5,10
2023-10-21,Sports Complex,61.09,Low,5,10
2023-10-21,Library,70.82,Low,5,10
2023-10-21,Sports Complex,73.28,Low,5,10
2023-10-22,Computer Lab,117.61,Low,6,10
2023-10-22,Sports Complex,56.58,Low,6,10
2023-10-22,Canteen,69.92,Low,6,10
2023-10-22,Science Block,162.35,Low,6,10
2023-10-22,Sports Complex,34.59,Low,6,10
2023-10-23,Science Block,177.16,Medium,0,10
2023-10-23,Science Block,196.91,Medium,0,10
2023-10-23,Admin Block,148.05,Medium,0,10
2023-10-23,Library,107.66,Medium,0,10
2023-10-24,Main Block,258.9,High,1,10
2023-10-24,Hostel Block,265.14,High,1,10
2023-10-25,Canteen,191.82,High,2,10
2023-10-26,Canteen,233.57,High,3,10
2023-10-26,Hostel Block,150.54,High,3,10
2023-10-26,Library,176.34,High,3,10
2023-10-27,Sports Complex,92.96,Medium,4,10
2023-10-27,Sports Complex,65.15,Medium,4,10
2023-10-27,Main Block,235.58,Medium,4,10
2023-10-28,Library,72.98,Low,5,10
2023-10-28,Canteen,96.8,Low,5,10
2023-10-29,Admin Block,122.25,Low,6,10
2023-10-29,Science Block,127.43,Low,6,10
2023-10-29,Library,51.43,Low,6,10
2023-10-29,Canteen,118.77,Low,6,10
2023-10-30,Canteen,207.26,Medium,0,10
2023-10-30,Computer Lab,300.26,Medium,0,10
2023-10-30,Library,128.97,Medium,0,10
2023-10-31,Hostel Block,224.92,High,1,10
2023-10-31,Admin Block,146.4,High,1,10
2023-10-31,Main Block,171.98,High,1,10
2023-11-02,Canteen,224.44,High,3,11
2023-11-02,Main Block,204.68,High,3,11
2023-11-02,Library,96.97,High,3,11
2023-11-02,Admin Block,181.92,High,3,11
2023-11-03,Main Block,110.73,Medium,4,11
2023-11-03,Library,138.32,Medium,4,11
2023-11-03,Main Block,192.28,Medium,4,11
2023-11-04,Admin Block,68.96,Low,5,11
2023-11-05,Science Block,140.84,Low,6,11
2023-11-05,Library,63.22,Low,6,11
2023-11-06,Library,129.07,Medium,0,11
2023-11-06,Science Block,251.55,Medium,0,11
2023-11-06,Admin Block,160.34,Medium,0,11
2023-11-06,Sports Complex,76.28,Medium,0,11
2023-11-07,Sports Complex,141.02,High,1,11
2023-11-07,Science Block,296.92,High,1,11
2023-11-07,Canteen,189.8,High,1,11
2023-11-09,Library,81.86,High,3,11
2023-11-09,Sports Complex,121.69,High,3,11
2023-11-09,Sports Complex,68.24,High,3,11
2023-11-10,Canteen,117.59,Medium,4,11
2023-11-10,Main Block,208.8,Medium,4,11
2023-11-10,Admin Block,125.21,Medium,4,11
2023-11-10,Main Block,170.06,Medium,4,11
2023-11-10,Hostel Block,181.33,Medium,4,11
2023-11-11,Sports Complex,76.55,Low,5,11
2023-11-11,Science Block,166.12,Low,5,11
2023-11-12,Admin Block,79.22,Low,6,11
2023-11-12,Science Block,112.21,Low,6,11
2023-11-12,Hostel Block,140.13,Low,6,11
2023-11-13,Library,149.47,Medium,0,11
2023-11-13,Admin Block,167.64,Medium,0,11
2023-11-13,Library,102.54,Medium,0,11
2023-11-13,Hostel Block,185.57,Medium,0,11
2023-11-14,Main Block,231.64,High,1,11
2023-11-14,Admin Block,200.94,High,1,11
2023-11-15,Library,97.16,High,2,11
2023-11-15,Hostel Block,124.76,High,2,11
2023-11-16,Computer Lab,218.06,High,3,11
2023-11-16,Canteen,234.53,High,3,11
2023-11-17,Admin Block,162.7,Medium,4,11
2023-11-17,Hostel Block,218.46,Medium,4,11
2023-11-18,Main Block,104.36,Low,5,11
2023-11-18,Sports Complex,34.56,Low,5,11
2023-11-18,Hostel Block,91.84,Low,5,11
2023-11-18,Canteen,71.65,Low,5,11
2023-11-18,Canteen,54.28,Low,5,11
2023-11-18,Science Block,99.53,Low,5,11
2023-11-19,Sports Complex,61.69,Low,6,11
2023-11-19,Science Block,140.86,Low,6,11
2023-11-19,Science Block,174.12,Low,6,11
2023-11-19,Main Block,84.66,Low,6,11
2023-11-21,Computer Lab,308.32,High,1,11
2023-11-21,Canteen,149.71,High,1,11
2023-11-21,Main Block,165.5,High,1,11
2023-11-23,Canteen,146.95,High,3,11
2023-11-24,Science Block,230.56,Medium,4,11
2023-11-24,Computer Lab,181.7,Medium,4,11
2023-11-24,Admin Block,136.35,Medium,4,11
2023-11-24,Canteen,162.58,Medium,4,11
2023-11-24,Sports Complex,108.64,Medium,4,11
2023-11-25,Main Block,86.26,Low,5,11
2023-11-25,Hostel Block,114.76,Low,5,11
2023-11-25,Admin Block,85.02,Low,5,11
2023-11-26,Hostel Block,66.71,Low,6,11
2023-11-27,Canteen,110.16,Medium,0,11
2023-11-27,Sports Complex,128.0,Medium,0,11
2023-11-27,Canteen,164.97,Medium,0,11
2023-11-27,Library,87.14,Medium,0,11
2023-11-27,Sports Complex,53.99,Medium,0,11
2023-11-28,Computer Lab,334.93,High,1,11
2023-11-28,Canteen,137.89,High,1,11
2023-11-28,Science Block,243.73,High,1,11
2023-11-28,Canteen,153.24,High,1,11
2023-11-28,Library,127.56,High,1,11
2023-11-29,Sports Complex,76.33,High,2,11
2023-11-29,Canteen,210.42,High,2,11
2023-11-29,Library,84.49,High,2,11
2023-11-30,Admin Block,181.64,High,3,11
2023-11-30,Science Block,227.41,High,3,11
2023-11-30,Library,109.3,High,3,11
2023-12-01,Hostel Block,154.15,Medium,4,12
2023-12-01,Main Block,212.73,Medium,4,12
2023-12-01,Science Block,219.68,Medium,4,12
2023-12-02,Library,52.22,Low,5,12
2023-12-02,Computer Lab,125.28,Low,5,12
2023-12-02,Canteen,86.05,Low,5,12
2023-12-02,Admin Block,94.35,Low,5,12
2023-12-03,Admin Block,70.9,Low,6,12
2023-12-03,Sports Complex,65.63,Low,6,12
2023-12-03,Library,30.0,Low,6,12
2023-12-03,Library,65.32,Low,6,12
2023-12-03,Computer Lab,181.05,Low,6,12
2023-12-04,Admin Block,107.88,Medium,0,12
2023-12-04,Sports Complex,73.13,Medium,0,12
2023-12-04,Admin Block,136.85,Medium,0,12
2023-12-04,Library,116.58,Medium,0,12
2023-12-05,Library,147.92,High,1,12
2023-12-05,Sports Complex,113.39,High,1,12
2023-12-06,Library,121.13,High,2,12
2023-12-06,Canteen,112.33,High,2,12
2023-12-06,Computer Lab,339.12,High,2,12
2023-12-07,Sports Complex,140.57,High,3,12
2023-12-07,Admin Block,121.0,High,3,12
2023-12-07,Science Block,288.39,High,3,12
2023-12-08,Hostel Block,202.96,Medium,4,12
2023-12-09,Computer Lab,125.14,Low,5,12
2023-12-09,Canteen,89.11,Low,5,12
2023-12-09,Science Block,140.4,Low,5,12
2023-12-10,Computer Lab,150.27,Low,6,12
2023-12-10,Hostel Block,113.34,Low,6,12
2023-12-11,Admin Block,125.06,Medium,0,12
2023-12-11,Canteen,108.98,Medium,0,12
2023-12-11,Admin Block,158.21,Medium,0,12
2023-12-11,Admin Block,166.76,Medium,0,12
2023-12-12,Sports Complex,142.84,High,1,12
2023-12-13,Sports Complex,127.53,High,2,12
2023-12-13,Library,69.17,High,2,12
2023-12-14,Library,179.1,High,3,12
2023-12-14,Hostel Block,278.24,High,3,12
2023-12-15,Science Block,153.67,Medium,4,12
2023-12-15,Sports Complex,70.9,Medium,4,12
2023-12-15,Admin Block,143.19,Medium,4,12
2023-12-15,Computer Lab,235.99,Medium,4,12
2023-12-15,Canteen,125.67,Medium,4,12
2023-12-16,Library,54.38,Low,5,12
2023-12-17,Sports Complex,30.0,Low,6,12
2023-12-17,Admin Block,122.23,Low,6,12
2023-12-18,Canteen,162.35,Medium,0,12
2023-12-19,Main Block,220.19,High,1,12
2023-12-20,Library,105.78,High,2,12
2023-12-20,Main Block,255.72,High,2,12
2023-12-20,Hostel Block,177.77,High,2,12
2023-12-20,Library,88.42,High,2,12
2023-12-21,Library,165.34,High,3,12
2023-12-21,Science Block,204.05,High,3,12
2023-12-21,Hostel Block,162.92,High,3,12
2023-12-21,Sports Complex,96.44,High,3,12
2023-12-22,Hostel Block,164.7,Medium,4,12
2023-12-22,Admin Block,177.46,Medium,4,12
2023-12-23,Science Block,162.11,Low,5,12
2023-12-23,Canteen,111.88,Low,5,12
2023-12-23,Hostel Block,76.94,Low,5,12
2023-12-23,Science Block,99.28,Low,5,12
2023-12-23,Hostel Block,96.75,Low,5,12
2023-12-24,Sports Complex,65.23,Low,6,12
2023-12-24,Canteen,107.73,Low,6,12
2023-12-25,Computer Lab,179.89,Medium,0,12
2023-12-25,Admin Block,73.78,Medium,0,12
2023-12-26,Computer Lab,288.37,High,1,12
2023-12-26,Admin Block,178.08,High,1,12
2023-12-26,Computer Lab,343.81,High,1,12
2023-12-26,Computer Lab,363.52,High,1,12
2023-12-27,Computer Lab,331.13,High,2,12
2023-12-27,Admin Block,136.71,High,2,12
2023-12-27,Science Block,266.16,High,2,12
2023-12-27,Computer Lab,205.5,High,2,12
2023-12-27,Computer Lab,200.73,High,2,12
2023-12-28,Science Block,187.24,High,3,12
2023-12-28,Admin Block,217.85,High,3,12
2023-12-29,Library,123.92,Medium,4,12
2023-12-29,Computer Lab,239.42,Medium,4,12
2023-12-29,Sports Complex,37.34,Medium,4,12
2023-12-30,Science Block,106.66,Low,5,12
2023-12-31,Sports Complex,75.13,Low,6,12
